reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
J0135270221,https://www.jaquet-droz.com/en/watches/grande-seconde/tourbillon-skelet-skull-j0135230011,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Skelet Skull,,,,,,,,,"Sapphire case. 18-karat white gold tubes and bar inserts, 18-karat white gold crown. Diameter 42 mm. Height 13.76 mm. ",,,"Sapphire case. 18-karat white gold tubes and bar inserts, 18-karat white gold crown. Diameter 42 mm. Height 13.76 mm. ",,,"Sapphire case. 18-karat white gold tubes and bar inserts, 18-karat white gold crown. Diameter 42 mm. Height 13.76 mm. ",,,,To 3 bar (30 meters),,"18-karat white gold dial, hand-engraved. Dial fixing screws in 18-karat white gold. ",,Rubber strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, black treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight. Customized engraving on the oscillating weight. ","Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, black treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight. Customized engraving on the oscillating weight. ",7 days,"21,600 v.p.h.",30 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","18-karat white gold dial, hand-engraved. 
Sapphire case. 
Self-winding skeleton tourbillon movement. 
Power reserve of 7 days. 
Diameter 42 mm.",
J0135250101,https://www.jaquet-droz.com/en/watches/grande-seconde/tourbillon-skelet-skull-j0135230011,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Skelet Ceramic - Skull Pointillism,,,,,,,,,Black ceramic case. Diameter 42.30 mm. Height 12.41 mm. ,,,Black ceramic case. Diameter 42.30 mm. Height 12.41 mm. ,,,Black ceramic case. Diameter 42.30 mm. Height 12.41 mm. ,,,,To 3 bar (30 meters),,Hand-engraved and hand-painted 18-karat gold dial. Dial fixing screws in 18-karat white gold. ,,Rubber strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, black treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight with black treatment. Customized engraving on the oscillating weight. ","Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, black treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight with black treatment. Customized engraving on the oscillating weight. ",7 days,"21,600 v.p.h.",30 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Hand-engraved and hand-painted 18-karat gold dial. 
Black ceramic case. 
Self-winding skeleton tourbillon movement. 
Power reserve of 7 days. 
Diameter 42.30 mm.",
J0135250011,https://www.jaquet-droz.com/en/watches/grande-seconde/tourbillon-skelet-ceramic-j0135250061,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Skelet Ceramic,,,,,,,,,Black ceramic case. Black ceramic crown and 18-karat white gold tube. Diameter 42.30 mm. Height 12.41 mm. ,,,Black ceramic case. Black ceramic crown and 18-karat white gold tube. Diameter 42.30 mm. Height 12.41 mm. ,,,Black ceramic case. Black ceramic crown and 18-karat white gold tube. Diameter 42.30 mm. Height 12.41 mm. ,,,,To 3 bar (30 meters),,Sapphire dial and dark metallic sapphire base. Indexes and dial fixing axes in 18-karat white gold. ,,Rubber strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, black treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight. Customized engraving on the oscillating weight. ","Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, black treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight. Customized engraving on the oscillating weight. ",7 days,"21,600 v.p.h.",30 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Sapphire dial and dark metallic sapphire base. 
Black ceramic case. 
Self-winding skeleton tourbillon movement. 
Power reserve of 7 days. 
Diameter 42.30 mm.",
J0135250091,https://www.jaquet-droz.com/en/watches/grande-seconde/tourbillon-skelet-ceramic-j0135250061,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Skelet Ceramic,,,,,,,,,Black ceramic case. Black ceramic crown and 18-karat white gold tube. Diameter 42.30 mm. Height 12.41 mm. ,,,Black ceramic case. Black ceramic crown and 18-karat white gold tube. Diameter 42.30 mm. Height 12.41 mm. ,,,Black ceramic case. Black ceramic crown and 18-karat white gold tube. Diameter 42.30 mm. Height 12.41 mm. ,,,,To 3 bar (30 meters),,Sapphire dial and light metallic sapphire base. Indexes and dial fixing axes in 18-karat white gold. ,,Rubber strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, black treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight. Customized engraving on the oscillating weight. ","Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, black treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight. Customized engraving on the oscillating weight. ",7 days,"21,600 v.p.h.",30 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Sapphire dial and light metallic sapphire base. 
Black ceramic case. 
Self-winding skeleton tourbillon movement. 
Power reserve of 7 days. 
Diameter 42.30 mm.",
J0135250071,https://www.jaquet-droz.com/en/watches/grande-seconde/tourbillon-skelet-ceramic-j0135250061,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Skelet Ceramic,,,,,,,,,Black ceramic case. 18-karat red gold crown and tube. Diameter 42.30 mm. ,,,Black ceramic case. 18-karat red gold crown and tube. Diameter 42.30 mm. ,,,Black ceramic case. 18-karat red gold crown and tube. Diameter 42.30 mm. ,,,,To 3 bar (30 meters),,"Transparent sapphire dial and light metallic sapphire base. 18-karat red gold indexes, 18-karat red gold dial fixing axes. ",,Rubber strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, gray treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat red gold oscillating weight. Customized engraving on the oscillating weight. ","Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, gray treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat red gold oscillating weight. Customized engraving on the oscillating weight. ",7 days,"21,600 v.p.h.",30 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Transparent sapphire dial and light metallic sapphire base. 
Black ceramic case. 
Self-winding skeleton tourbillon movement. 
Power reserve of 7 days. 
Diameter 42.30 mm.",
J0135250081,https://www.jaquet-droz.com/en/watches/grande-seconde/tourbillon-skelet-ceramic-j0135250061,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Skelet Ceramic,,,,,,,,,Black ceramic case. Black ceramic crown and 18-karat white gold tube. Diameter 42.30 mm. Height 12.41 mm. ,,,Black ceramic case. Black ceramic crown and 18-karat white gold tube. Diameter 42.30 mm. Height 12.41 mm. ,,,Black ceramic case. Black ceramic crown and 18-karat white gold tube. Diameter 42.30 mm. Height 12.41 mm. ,,,,To 3 bar (30 meters),,"Sapphire dial and light metallic sapphire base. 18-karat white gold indexes with black treatment, 18-karat white gold dial fixing axes. ",,Rubber strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, gray treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight. Customized engraving on the oscillating weight. ","Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, gray treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight. Customized engraving on the oscillating weight. ",7 days,"21,600 v.p.h.",30 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Sapphire dial and light metallic sapphire base. 
Black ceramic case. 
Self-winding skeleton tourbillon movement. 
Power reserve of 7 days. 
Diameter 42.30 mm.",
J0135270011,https://www.jaquet-droz.com/en/watches/grande-seconde/tourbillon-skelet-sapphire-j0135270021,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Skelet Sapphire,,,,,,,,,Sapphire case. 18-karat red gold crown and tube. Diameter 42 mm. Height 13.76 mm. ,,,Sapphire case. 18-karat red gold crown and tube. Diameter 42 mm. Height 13.76 mm. ,,,Sapphire case. 18-karat red gold crown and tube. Diameter 42 mm. Height 13.76 mm. ,,,,To 3 bar (30 meters),,Sapphire dial. Transparent opal base. Indexes and dial fixing axes in 18-karat red gold. ,,Rubber strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, gray treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat red gold oscillating weight. Customized engraving on the oscillating weight. ","Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, gray treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat red gold oscillating weight. Customized engraving on the oscillating weight. ",7 days,"21,600 v.p.h.",30 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Sapphire dial with a transparent opal base. 
Sapphire case. 
Self-winding skeleton tourbillon movement. 
Power reserve of 7 days. 
Diameter 42 mm.",
J0135270031,https://www.jaquet-droz.com/en/watches/grande-seconde/tourbillon-skelet-sapphire-j0135270021,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Skelet Sapphire,,,,,,,,,"Sapphire case. 18-karat white gold tube and bar inserts, black ceramic crown. Diameter 42 mm. Height 13.76 mm. ",,,"Sapphire case. 18-karat white gold tube and bar inserts, black ceramic crown. Diameter 42 mm. Height 13.76 mm. ",,,"Sapphire case. 18-karat white gold tube and bar inserts, black ceramic crown. Diameter 42 mm. Height 13.76 mm. ",,,,To 3 bar (30 meters),,"Transparent sapphire dial and yellow sapphire base. 18-karat white gold indexes with black treatment, 18-karat white gold dial fixing axes. ",,Rubber strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, gray treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight with black treatment. Customized engraving on the oscillating weight. ","Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, gray treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight with black treatment. Customized engraving on the oscillating weight. ",7 days,"21,600 v.p.h.",30 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Transparent sapphire dial and yellow sapphire base. 
Sapphire case. 
Self-winding skeleton tourbillon movement. 
Power reserve of 7 days. 
Diameter 42 mm.",
J0135270061,https://www.jaquet-droz.com/en/watches/grande-seconde/tourbillon-skelet-sapphire-j0135270021,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Skelet Sapphire,,,,,,,,,"Sapphire case. 18-karat white gold tube and bar inserts, black ceramic crown. Diameter 42 mm. Height 13.76 mm. ",,,"Sapphire case. 18-karat white gold tube and bar inserts, black ceramic crown. Diameter 42 mm. Height 13.76 mm. ",,,"Sapphire case. 18-karat white gold tube and bar inserts, black ceramic crown. Diameter 42 mm. Height 13.76 mm. ",,,,To 3 bar (30 meters),,Transparent sapphire dial and blue sapphire base. Indexes and dial fixing axes in 18-karat white gold with black treatment. ,,Rubber strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, gray treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight with black treatment","Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, gray treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight with black treatment",7 days,"21,600 v.p.h.",30 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Transparent sapphire dial and blue sapphire base. 
Sapphire case. 
Self-winding skeleton tourbillon movement. 
Power reserve of 7 days. 
Diameter 42 mm. Customized engraving on the oscillating weight.",
J0135270231,https://www.jaquet-droz.com/en/watches/grande-seconde/tourbillon-skelet-sapphire-j0135270021,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Skelet Sapphire,,,,,,,,,"Sapphire case. 18-karat white gold tube and bar inserts, black ceramic crown. Diameter 42 mm. Height 13.76 mm. ",,,"Sapphire case. 18-karat white gold tube and bar inserts, black ceramic crown. Diameter 42 mm. Height 13.76 mm. ",,,"Sapphire case. 18-karat white gold tube and bar inserts, black ceramic crown. Diameter 42 mm. Height 13.76 mm. ",,,,To 3 bar (30 meters),,Transparent sapphire dial and green sapphire base. Indexes and dial fixing axes in 18-karat white gold with black treatment. ,,Rubber strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, black treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight with black treatment. Customized engraving on the oscillating weight. ","Jaquet Droz 2625SQ, self-winding skeleton tourbillon movement, black treatment, silicon balance spring and pallet horns, titanium tourbillon frame, single barrel, 18-karat white gold oscillating weight with black treatment. Customized engraving on the oscillating weight. ",7 days,"21,600 v.p.h.",30 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Transparent sapphire dial and green sapphire base. 
Sapphire case. 
Self-winding skeleton tourbillon movement. 
Power reserve of 7 days. 
Diameter 42 mm.",
J013034240,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-ivory-enamel-0,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Côtes de Genève,,,,,,,,,"18-carat white gold 
Height 13.10 mm
Individual series number engraved on the case-back",,,"18-carat white gold 
Height 13.10 mm
Individual series number engraved on the case-back",,,"18-carat white gold 
Height 13.10 mm
Individual series number engraved on the case-back",,,,To 3 bar (30 meters),,"Black matte Côtes de Genève
Sapphire double ring",,Rolled-edge hand-made black alligator leather strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 25JD, self-winding tourbillon movement, simple barrel, 18-carat white gold oscillating weight with black onyx","Jaquet Droz 25JD, self-winding tourbillon movement, simple barrel, 18-carat white gold oscillating weight with black onyx",7 days,"21,600 v.p.h",31 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Côtes de Genève technical dial,
sapphire ring and tourbillon frame.
18-carat white gold.
Self-winding tourbillon movement.
Power reserve of 7 days.
Hours and minutes indicators at 6 o'clock,
tourbillon frame at 12 o'clock.
Diameter 43 mm.",
J013013200,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-ivory-enamel-0,,Jaquet Droz,,GRANDE SECONDE,Tourbillon,,,,,,,,,"18-carat red gold
Height 13.20 mm
Individual serial number engraved on the case-back
",,,"18-carat red gold
Height 13.20 mm
Individual serial number engraved on the case-back
",,,"18-carat red gold
Height 13.20 mm
Individual serial number engraved on the case-back
",,,,3 bar (30 meters),,"Ivory Grand Feu enamel
",,"Rolled-edge hand-made black alligator leather strap
",Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 25JD, self-winding tourbillon movement, simple barrel, 18-carat red gold oscillating weight with white onyx applique

","Jaquet Droz 25JD, self-winding tourbillon movement, simple barrel, 18-carat red gold oscillating weight with white onyx applique

",7 days,"21,600 v.p.h","31 jewels
","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Ivory Grand Feu enamel, tourbillon frame. 18-carat red gold case. Automatic movement. Power reserve of 7 days. 39 mm diameter.",
J013014270,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-ivory-enamel-0,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Aventurine,,,,,,,,,"18-carat white gold set with 260 diamonds (1.47 carats)
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,"18-carat white gold set with 260 diamonds (1.47 carats)
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,"18-carat white gold set with 260 diamonds (1.47 carats)
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,,3 bar (30 meters),,"Aventurine with white mother-of-pearl center and 18-carat white gold ring set with 90 diamonds (0.14 carat)
",,"Rolled-edge hand-made blue alligator leather strap
",Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 25JD, self-winding tourbillon movement, simple barrel, 18-carat white gold oscillating weight with aventurine applique

","Jaquet Droz 25JD, self-winding tourbillon movement, simple barrel, 18-carat white gold oscillating weight with aventurine applique

",7 days,"21,600 v.p.h","31 jewels
","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Aventurine dial with white gold diamond-set ring and white mother-of-pearl center, white gold diamond-set case. Automatic movement. Power reserve of 7 days. White gold diamond-set buckle. 39 mm diameter. Total carat weight: 382 diamonds,1.88 carats",
J013014271,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-ivory-enamel-0,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Blue Pietersite,,,,,,,,,"18-carat white gold case set with 260 diamonds (1.47 carats), 
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,"18-carat white gold case set with 260 diamonds (1.47 carats), 
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,"18-carat white gold case set with 260 diamonds (1.47 carats), 
Height 13.20 mm
Individual limited serial number engraved on the case-back
",,,,3 bar (30 meters),,"Blue pietersite with white mother-of-pearl center and 18-carat white gold ring set with 90 diamonds (0.14 carat)

",,"Rolled-edge hand-made blue alligator leather

",Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 25JD, self-winding tourbillon movement, single barrel, 18-carat white gold oscillating weight with blue pietersite applique 

","Jaquet Droz 25JD, self-winding tourbillon movement, single barrel, 18-carat white gold oscillating weight with blue pietersite applique 

",7 days,"21,600 v.p.h","31 jewels

","Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Blue pietersite dial with white mother-of-pearl center and 18-carat white gold ring set with 90 diamonds. 
18-carat white gold case, set with 260 diamonds. 
18-carat white gold folding clasp set with 32 diamonds totaling 1.88 carats 
Self-winding tourbillon movement.
Power reserve of 7 days.                                                                      
Hour and minutes at 6 o'clock, tourbillon frame at 12 o'clock.
Diameter 39 mm.
Numerus Clausus of 8.",
J013013580,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-ivory-enamel-0,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Mother-of-pearl,,,,,,,,,"18-karat red gold, set with 260 diamonds (1.41 carats). Diameter Ø 39 mm. Height 13.20 mm. Individual limited serial number engraved on the case-back. ",,,"18-karat red gold, set with 260 diamonds (1.41 carats). Diameter Ø 39 mm. Height 13.20 mm. Individual limited serial number engraved on the case-back. ",,,"18-karat red gold, set with 260 diamonds (1.41 carats). Diameter Ø 39 mm. Height 13.20 mm. Individual limited serial number engraved on the case-back. ",,,,3 bar (30 meters),,"White mother-of-pearl. 18-karat red gold applied ring set with 90 diamonds, total of 0.09 carat. ",,Rolled-edge hand made white satin strap,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 25JD.Si, self-winding tourbillon movement, silicon balance spring and pallet horns, 18-karat red gold oscillating weight with white mother-of-pearl applique","Jaquet Droz 25JD.Si, self-winding tourbillon movement, silicon balance spring and pallet horns, 18-karat red gold oscillating weight with white mother-of-pearl applique",7 days,"21,600 v.p.h",31 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","White mother-of-pearl dial. 
18-karat red gold case and applied ring set with 260 and 90 diamonds, buckle set with 32 diamonds, total of 1.76 carats. 
Hours and minutes at 6 o’clock, tourbillon frame and seconds at 12 o’clock. 
Self-winding mechanical tourbillon movement. 
Power reserve of 7 days. 
Diameter 39 mm. 
Numerus Clausus of 88.",
J013013281,https://www.jaquet-droz.com/en/watches/grande-seconde/grande-seconde-tourbillon-ivory-enamel-0,,Jaquet Droz,,GRANDE SECONDE,Tourbillon Jadeite,,,,,,,,,"18-karat red gold case set with 260 diamonds, total of 1.41 carats Diameter 39 mm Height 13.20 mm Individual limited serial number engraved on the case-back",,,"18-karat red gold case set with 260 diamonds, total of 1.41 carats Diameter 39 mm Height 13.20 mm Individual limited serial number engraved on the case-back",,,"18-karat red gold case set with 260 diamonds, total of 1.41 carats Diameter 39 mm Height 13.20 mm Individual limited serial number engraved on the case-back",,,,To 3 bar (30 meters),,"Jadeite dial, white mother-of-pearl subdial 18-karat red gold applied ring set with 90 diamonds, total of 0.12 carat 18-karat red gold screws",,Rolled-edge hand-made green satin,Rolled-edge hand-made black alligator leather strap,18-carat red gold folding clasp,"Jaquet Droz 25JD, self-winding tourbillon movement, 18-karat red gold oscillating weight with jadeite applique","Jaquet Droz 25JD, self-winding tourbillon movement, 18-karat red gold oscillating weight with jadeite applique",7 days,"21,600 v.p.h.",31 jewels,"Hours and minutes at 6 o'clock
Tourbillon frame and seconds at 12 o'clock","Jadeite dial, white mother-of-pearl subdial. 
18-karat red gold case and applied ring set with 260 and 90 diamonds, buckle set with 32 diamonds, total of 1.76 carats. 
Self-winding mechanical tourbillon movement. 
Power reserve of 7 days. 
Diameter 39 mm. 
Numerus Clausus of 8.",
